NPRID,NAME,FACILITY,FACILITY_TYPE,ADDRESS,CITY,STATE,ZIP,HARD ADDRESS,LATITUDE,LONGITUDE,Agency,AgencyType,OWNER,OWNER_TYPE,REMARKS,PubRermarks,url,Entry,Source,Cost,Duplicate,smooth-surface-throughout,transfer-stations-to-play-components,ramps-to-play-components,accessible-swing,sound-play-components,sight-impaired-play-components,safety-fence,single-entrance,GEOCODE-ERROR
332,,Amundsen Park,,6200 W. Bloomingdale Ave.,Chicago,IL,60639,"6200 W. Bloomingdale Ave. Chicago, IL 60639",38.8980949,-76.9796563,,,,,,,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
333,Adams Playground Park,Lincoln Park,,1919 North Seminary Avenue,Chicago,IL,60614,"1919 North Seminary Avenue Chicago, IL 60614",38.8980949,-76.9796563,,,,,"In addition to the playground, there is also a small field house with activities for young children and a water playground.  Description from Chicago Parent, ChicagoÕs Best PlaygroundÕs  ÓWend your way across Armitage and up a quiet, dead-end section of Seminary and youÕll find this unexpected treasure of a playlot. Though small, this beautifully landscaped, soft-surface, ADA-accessible lot has all sorts of bells and whistles. Anchored by a fieldhouse at one end that has public restrooms and rentable party rooms, the lot has a tree-shaded picnic area, kid-sized basketball bucket with plenty of rubber balls to shoot and an umbrella-sheltered sand play area full of shovels, dump trucks and digging toys. ThereÕs a section of swings, jungle gym and climbing area, and at the far end-though you might have to wait until next summer to try-a water playground with multiple slides and fountain features.Ó","In addition to the playground, there is also a small field house with activities for young children and a water playground.",,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
334,,Amundsen Park,,6200 West Bloomingdale Avenue,Chicago,IL,60639,"6200 West Bloomingdale Avenue Chicago, IL 60639",38.8980949,-76.9796563,,,,,In addition to the playground there is spraypool.,In addition to the playground there is spraypool.,,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
335,,Meyering Park,,7140 South Dr. Martin Luther King Jr Drive,Chicago,IL,60619,"7140 South Dr. Martin Luther King Jr Drive Chicago, IL 60619",38.8980949,-76.9796563,,,,,In addition to the playground there is a water playground,,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
336,,Mt. Greenwood Park,,3721 West 111th Street,Chicago,IL,60655,"3721 West 111th Street Chicago, IL 60655",38.8980949,-76.9796563,,,,,"Mt. Greenwood Park is home to one of the largest Special Recreation programs within the Chicago Park District.  The playground includes a stainless steel slide and a Sway Fun glider.  There also swimming facilities within the park.  The playground is a ""Boundless PlaygroundªÓ Description from Chicago Parent, ChicagoÕs Best Playground, ""This playground really plays-music that is! Preventing ADA-accessible playground equipment from seeming ""same-old-thing,Ó the designer of this lot included enormous musical sculptures, two metal xylophones and round metal drums all around it. The soft-rubber-surfaced landscape is also unusually sloped and hilly, with plenty of mounds to climb. Seasonally, thereÕs a sprinkler. Sparkling mosaic pillars and wrap-arounds of sea creatures and land animals add cheery extra interest. Mt. Greenwood also has a large pool and water play area across the parking lot, plus a gym, walking paths and ball fields. Across the street? A well-placed Scarlet & GrayÕs soup and sandwich shop and Ben & JerryÕs ice cream stand.Ó","Mt. Greenwood Park is home to one of the largest Special Recreation programs within the Chicago Park District.  The playground includes a stainless steel slide, a Sway Fun glider,  musical sculptures, two metal xylophones and round metal drums.  There also swimming facilities within the park.",,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
337,,Munroe Park,,2617 West 105th Street,Chicago,IL,60655,"2617 West 105th Street Chicago, IL 60655",38.8980949,-76.9796563,,,,,"In addition to the playground, the park includes walking paths and a spraypool.",,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
338,,No. 399 Park,,1420 North Artesian Avenue,Chicago,IL,60622,"1420 North Artesian Avenue Chicago, IL 60622",38.8980949,-76.9796563,,,,,"In addition to the playground, there is a spraypool.",,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
339,,No. 519 Park,,1944 South St. Louis Avenue,Chicago,IL,60623,"1944 South St. Louis Avenue Chicago, IL 60623",38.8980949,-76.9796563,,,,,,,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
34,,Shawnee Park,,729 Shawnee Avenue,Kansas City,KS,66105,"729 Shawnee Avenue Kansas City, KS 66105",38.8980949,-76.9796563,,,Wyandotte County Parks,Municipal/Local Government,,,http://www.wycokck.org/Dept.aspx?id=17774&menu_id=1016&banner=..,Robert,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
340,,No. 535 Park,,800 W. Wisconsin St.,Chicago,IL,60623,"800 W. Wisconsin St. Chicago, IL 60623",,,,,,,"Tucked away in Lincoln Park this quaint play area is designed for the little ones ages 5 & under. The playground features colorful play areas, including swings, a playhouse, and caterpiller soft surface bridge.",,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
341,No. 544 Park,Located within Sheil Park,,3550 North.Lincoln Avenue,Chicago,IL,60657,"3550 North.Lincoln Avenue Chicago, IL 60657",38.8980949,-76.9796563,,,,,,,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
342,,Normandy Park,,6660 West 52nd Street,Chicago,IL,60638,"6660 West 52nd Street Chicago, IL 60638",38.8980949,-76.9796563,,,,,,,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
343,,Oakdale Park,,965 West 95th Street,Chicago,IL,60643,"965 West 95th Street Chicago, IL 60643",38.8980949,-76.9796563,,,,,"In addition to the playground, the park includes swimming facilities and a spraypool.",,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
344,,O'Hallaren Park,,8335 South Honore Street,Chicago,IL,60620,"8335 South Honore Street Chicago, IL 60620",38.8980949,-76.9796563,,,,,,,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
345,Oz Park,Lincoln Park,,2021 North Burling Street,Chicago,IL,60614,"2021 North Burling Street Chicago, IL 60614",38.8980949,-76.9796563,,,,,"This pre-school playground celebrates ""The Wizard of OzÓ theme.  At""DorothyÕs PlaylotÓ there is play equipment for the little ones to climb, swing, and run. In the ""Emerald GardenÓ, families can enjoy a leisurely afternoon among the beautiful flowers. Take a stroll through the park and youÕll be greeted by statues of the Tin Man, Scarecrow, Cowardly Lion, and everyoneÕs favorite, Dorothy & Toto.",,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
346,,Park West Park,,745 West Wrightwood Avenue,Chicago,IL,60614,"745 West Wrightwood Avenue Chicago, IL 60614",38.8980949,-76.9796563,,,,,,,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
347,,Revere Park,,2509 West Irving Park Road,Chicago,IL,60618,"2509 West Irving Park Road Chicago, IL 60618",38.8980949,-76.9796563,,,,,"Located along Irving Park Road and next door to the Neighborhood Boys and Girls Club, Revere Park opens its doors to a steady stream of traffic from children and adults seeking fun athletic leagues and instruction. Whether its baseball, softball, football, soccer, volleyball, basketball or even rugby, there is a sport for everyone at Revere Park. Behind the park fieldhouse also sits four outdoor tennis courts and a playground.",,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
348,,River Park,,5100 North Francisco Avenue,Chicago,IL,60611,"5100 North Francisco Avenue Chicago, IL 60611",38.8980949,-76.9796563,,,,,"Located at the convergence of the Chicago River and canal, River Park offers a rich wildlife habitat, excellent fishing and a canoe launch.  River Park boasts a swimming pool and an interactive water playground in the summer months. There are two soft surfaced playgrounds in the park.","River Park offers a rich wildlife habitat, excellent fishing and a canoe launch, a swimming pool and an interactive water playground in the summer months. There are two soft surfaced playgrounds in the park.",,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
349,,Russell Square Park,,3045 East 83rd Street,Chicago,IL,60617,"3045 East 83rd Street Chicago, IL 60617",38.8980949,-76.9796563,,,,,The park also includes swimming facilities,The park also includes swimming facilities,,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
35,Sunrise Boundless Playscape,Sedgwick County Park,,6501 West 21st Street North,Wichita,KS,67212,"6501 West 21st Street North Wichita, KS 67212",38.8980949,-76.9796563,,,,,Located next to the Horseshoe Shelter House.,,,Robert,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
350,,Senn Park,,5887 North Ridge Avenue,Chicago,IL,60660,"5887 North Ridge Avenue Chicago, IL 60660",38.8980949,-76.9796563,,,,,Located in the heart of ChicagoÕs Edgewater Community.  The park also includes a spraypool.,,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
351,,Seward Park,,375 West Elm Street,Chicago,IL,60610,"375 West Elm Street Chicago, IL 60610",38.8980949,-76.9796563,,,,,,,,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
352,,Sherman Park,,5158 S Ada St,Chicago,IL,60609,"5158 S Ada St Chicago, IL 60609",38.8980949,-76.9796563,,,,,"In addition to the playground, the park has swimming facilities, a spraypool and walking paths.",,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
353,,Sherwood Park,,5701 S. Shields Ave,Chicago,IL,60621,"5701 S. Shields Ave Chicago, IL 60621",38.8980949,-76.9796563,,,,,The park also includes a water playground.,,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
354,,Joseph Smith Park,,2575 West Huron Street,Chicago,IL,60612,"2575 West Huron Street Chicago, IL 60612",38.8980949,-76.9796563,,,,,The park also includes swimming facilities and a spraypool.,,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
355,,South Lakeview Park,,1300 W. Wolfram St,Chicago,IL,60657,"1300 W. Wolfram St Chicago, IL 60657",38.8980949,-76.9796563,,,,,,,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
356,,Tilton Park,,305 North Kostner Avenue,Chicago,IL,60624,"305 North Kostner Avenue Chicago, IL 60624",38.8980949,-76.9796563,,,,,The park also includes a water playground,The park also includes a water playground,,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
357,,Touhy-Herbert Park,,2106 West Adams Street,Chicago,IL,60612,"2106 West Adams Street Chicago, IL 60612",38.8980949,-76.9796563,,,,,The park also includes swimming facilities and a spraypool.,The park also includes swimming facilities and a spraypool.,,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
358,,Tuley Park,,501 East 90th Place,Chicago,IL,60619,"501 East 90th Place Chicago, IL 60619",38.8980949,-76.9796563,,,,,The park also includes swimming facilities and a spraypool.,,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
359,,Walsh Park,,1722 North Ashland Avenue,Chicago,IL,60622,"1722 North Ashland Avenue Chicago, IL 60622",38.8980949,-76.9796563,,,,,The park also includes dog-friendly areas and a sand box.,,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
36,,Island Playground,,North end of Main Street,Winfield,KS,67156,"North end of Main Street Winfield, KS 67156",,,,,,,"Destroyed by fire March 2013! Margot. After being destroyed by fire, the Island Park Playground was rebuilt in 2009, again using Leather and Associates for their design work. Some of the features of the playground include  farm-themed Tot Lot, a Boulder, and climbing nets.",,,Robert,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
360,,Washington Park,,5531 South Dr. Martin Luther King Jr. Drive,Chicago,IL,60637,"5531 South Dr. Martin Luther King Jr. Drive Chicago, IL 60637",,,,,,,"The park also includes swimming facilities, a spraypool and walking paths.",,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
361,,Washington Memorial Park,,7710 North Paulina Street,Chicago,IL,60626,"7710 North Paulina Street Chicago, IL 60626",,,,,,,,,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
362,,Wentworth Park,,5625 South. Mobile Avenue,Chicago,IL,60638,"5625 South. Mobile Avenue Chicago, IL 60638",38.8980949,-76.9796563,,,,,The park also includes a spraypool.,The park also includes a spraypool.,,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
363,,West Pullman Park,,401 West 123rd Street,Chicago,IL,60628,"401 West 123rd Street Chicago, IL 60628",,,,,,,The park also includes a spraypool.,The park also includes a spraypool.,,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
364,,Wicker Park,,1425 North Damen Avenue,Chicago,IL,60622,"1425 North Damen Avenue Chicago, IL 60622",,,,,,,The park also includes a spraypool and a dog-friendly area,The park also includes a spraypool and a dog-friendly area,,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
365,,Winnemac Park,,5001 North  Leavitt Street,Chicago,IL,60625,"5001 North  Leavitt Street Chicago, IL 60625",38.8980949,-76.9796563,,,,,,,,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
366,,Woodhull Park,,7340 South East End Avenue,Chicago,IL,60649,"7340 South East End Avenue Chicago, IL 60649",38.8980949,-76.9796563,,,,,The park also includes a spraypool.,,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
367,,Wrightwood Park,,2534 North Greenview Avenue,Chicago,IL,60614,"2534 North Greenview Avenue Chicago, IL 60614",38.8980949,-76.9796563,,,,,The park also includes swimming facilities and walking paths.,,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
368,,Englewood Methodist Church,,6401 South Eggleston Avenue,Chicago,IL,60621,"6401 South Eggleston Avenue Chicago, IL 60621",38.8980949,-76.9796563,,,,,"The play lot features a tot lot, a mini climbing wall, monkey bars, and a large slide complete with a bridge and attached climbing bars. The playground was built by American Association of Orthopaedic Surgeons as part of their annual meeting in partnership with KaBOOM!",,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
369,,Earl Edgar Park,,500 South Miller Road,Buckeye,AZ,85326,"500 South Miller Road Buckeye, AZ 85326",38.8980949,-76.9796563,,,,,"This 23 acre facility is home to the Craig Counsell Field of Dreams ball field. There is an additional lighted Little League field and 2 lighted multi-use softball fields. Included in the park are a lighted football field, one half mile walking path, lighted multi -use fields, one and a half lighted basketball courts, and a boundless shaded playground.",,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
37,Don Fightmaster Park,University of Louisville - Papa John's Cardinal Pk,,Bellknap Campus,Louisville,KY,40209,"Bellknap Campus Louisville, KY 40209",38.8980949,-76.9796563,,,,,"The park is a 10,000-square-foot, fully accessible playground.","The park is a 10,000-square-foot, fully accessible playground.",,Robert,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
370,,Arrowhead Meadows Park,,1475 W. Erie Street,Chandler,AZ,85224,"1475 W. Erie Street Chandler, AZ 85224",38.8980949,-76.9796563,,,City of Chandler,Municipal/Local Government,"This playground displays bright, primary colors and features GameTimeÕs innovative wide ramps, which allow two wheelchairs to pass each other, and accessible decks that allow children in mobility devices to reach the highest play components, a RockScape climber, and many ground level activities, including GTJams musical play, for those who are more comfortable using lower play components.   The structure is also covered in GTShade to provide protection from the sun on hot days.   To complement the large, school age, accessible structure, a smaller unit was also installed nearby for preschool children ages 2-5, as well as several freestanding events, such as an ADA accessible stock car and a whirlwind seat.   Engineered Wood Fiber and areas of colorful Poured Rubber were used as safety surfacing to allow impact attenuation from falls and help prevent injury.",,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
371,,Telephone Pioneers of America Park,,1946 West Morningside Dr.,Phoenix,AZ,85023,"1946 West Morningside Dr. Phoenix, AZ 85023",38.8980949,-76.9796563,,,,,"In addition to the fully accessible playground, the park features a therapeutic pool, wheelchair accessible sports courts and beep baseball fields for those who are visually impaired.",,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372,,Gompers Habilitation Center,,6601 North 27th Ave.,Phoenix,AZ,85017,"6601 North 27th Ave. Phoenix, AZ 85017",38.8980949,-76.9796563,,,,,"The playground provides opportunities to play and practice life skills. Swings, slides, chin-up bars, components that click, rattle and rotate all provide physical, auditory and tactile stimulation. There are ramps, but also stair so children with mobility ability have an opportunity to use their large muscles in their arms and legs.",,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
373,Stewart Vincent Wolfe Creative Playground,West Wetlands Park,,282 North 12th Avenue,Yuma,AZ,85364,"282 North 12th Avenue Yuma, AZ 85364",38.8980949,-76.9796563,,,,,"This Leathers and Associates Playground is a 17,000-square-foot kingdom for kidsÑthatÕs over 3 acres of playground!","This is a 17,000-square-foot kingdom for kids with  over 3 acres of playground",,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
374,,Thompson Middle School,,1509 Kent Dairy Road,Alabaster,AL,35007,"1509 Kent Dairy Road Alabaster, AL 35007",38.8980949,-76.9796563,,,,,,,,R-TMFU,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
375,,Ashe Park,,2701 E 74th St,Chicago,IL,60649,"2701 E 74th St Chicago, IL 60649",38.8980949,-76.9796563,,,,,Ashe Beach Park lies along Lake Michigan in ChicagoÕs South Shore neighborhood.,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
376,,Athletic Field Park,,3546 W Addison St,Chicago,IL,60618,"3546 W Addison St Chicago, IL 60618",38.8980949,-76.9796563,,,,,In addition to the playground there is a spraypool,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
377,,Berger Park Cultural Center,,6205 N Sheridan Rd,Chicago,IL,60660,"6205 N Sheridan Rd Chicago, IL 60660",38.8980949,-76.9796563,,,,,"Here the play area is shaped like a pirate ship.  There is an accessible water fountain and a mosaic art bench. Description from Chicago Parent, ChicagoÕs Best Playground Ó Northsiders living near this traffic-heavy section of Sheridan Road donÕt have much public waterfront to call their own. ThatÕs what makes this right-on-the-lake park such a gem. Berger has four beautiful, converted-mansion buildings on its grounds-side-by-side cultural centers, a restaurant called the Waterfront Cafe and a coach house, (now used as a theater)-and a newly rehabbed ADA-accessible playground. With the water just a few feet away, the soft-surface playgroundÕs pirate ship looks as if it just came ashore. There are bathrooms in the cultural center and snacks at the cafe.Ó",,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
378,,Beverly Park,,2460 W 102nd St,Chicago,IL,60655,"2460 W 102nd St Chicago, IL 60655",38.8980949,-76.9796563,,,,,In addition to the playground there is a spraypool,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
379,,Bosley Park,,3044 South Bonfield Street.,Chicago,IL,60608,"3044 South Bonfield Street. Chicago, IL 60608",38.8980949,-76.9796563,,,,,In addition to the playground there is a spraypool,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38,,Great House Elementary School,,2700 Browns Lane,Louisville,KY,40220,"2700 Browns Lane Louisville, KY 40220",38.8980949,-76.9796563,,,,,"This large Landscape StructureÕs PlayBooster¨ playstructure features a Thunderhead Climber¨, Vertical Ascent¨ Climbers or Pod Climberª, as well as a Sway Fun¨ glider. The playground consultant for this playground was Countryside Play Structure.",This playstructure features a several climbers as well as a Sway Fun glider.,,Robert,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
380,,Brighton Park,,3501 S Richmond St,Chicago,IL,60632,"3501 S Richmond St Chicago, IL 60632",38.8980949,-76.9796563,,,,,,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
381,,Bromann Park,,5400 N Broadway St,Chicago,IL,60640,"5400 N Broadway St Chicago, IL 60640",38.8980949,-76.9796563,,,,,,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
382,,Broncho Billy Park,,4437 Magnolia Av,Chicago,IL,60640,"4437 Magnolia Av Chicago, IL 60640",38.8980949,-76.9796563,,,,,In addition to the playground there is a spraypool,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
383,,Burnham Park - Soldier Field,,425 E. McFetridge Dr,Chicago,IL,60605,"425 E. McFetridge Dr Chicago, IL 60605",38.8980949,-76.9796563,,,,,In addition to the playground there are walking paths and a skate park.,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
384,,Cedar Park,,5311 N. Winthrop Ave,Chicago,IL,60640,"5311 N. Winthrop Ave Chicago, IL 60640",,,,,,,Located in the Edgewater community and also includes a spraypool.,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
385,,Columbus Park,,500 S Central Ave,Chicago,IL,60644,"500 S Central Ave Chicago, IL 60644",,,,,,,"Columbus Park is a very large and includes facilities for swimming, boxing, tennis and gyms.  There are also many walking paths through Columbus Park.  The playground is a ""Boundless PlaygroundªÓ",,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
386,,Commercial Park,,1845 W Rice St,Chicago,IL,60622,"1845 W Rice St Chicago, IL 60622",38.8980949,-76.9796563,,,,,,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
387,,Cooper Park,,11712 S Ada St,Chicago,IL,60643,"11712 S Ada St Chicago, IL 60643",38.8980949,-76.9796563,,,,,,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
388,,Cotton Tail Park,,44 W 15th St,Chicago,IL,60605,"44 W 15th St Chicago, IL 60605",38.8980949,-76.9796563,,,,,Named for the cotton-tailed rabbits that inhabit the park.,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
389,,Dean Park,,1344 N Dean St,Chicago,IL,60622,"1344 N Dean St Chicago, IL 60622",38.8980949,-76.9796563,,,,,In addition to the playground there is a spraypool,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39,Sensory Park and Garden,Wendell Foster's Campus,,815 Triplett Street,Owensboro,KY,42303,"815 Triplett Street Owensboro, KY 42303",38.8980949,-76.9796563,,,,,"Designed for children with physical and cognitive disabilities and sensory integration impairments, the park offers many engaging features in a universally-accessible landscape.Providing individuals with disabilities the opportunity to explore various environments is a priority at Wendell FosterÕs Campus. Sensory Parks and Therapeutic Landscapes are new, cutting-edge approaches for meeting the physical, recreational, emotional and spiritual needs of people with and without disabilities.  Although it is located at Wendell FosterÕs, it is a park open to the public.","The park offers many engaging features in a universally-accessible landscape. Sensory Parks and Therapeutic Landscapes are new, cutting-edge approaches for meeting the physical, recreational, emotional and spiritual needs of people with and without disabilities.",,Robert,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
390,,Dunham Park,,4638 N Melvina Ave,Chicago,IL,60630,"4638 N Melvina Ave Chicago, IL 60630",38.8980949,-76.9796563,,,,,"Dunham Park serves its west Portage Park community residents with a number of athletic and recreational activities and events.  Outdoors, Dunham Park features a senior baseball field, four junior baseball fields, a softball field, two tennis courts, a multi-purpose court, a horseshoe pit, a playground, and a spray pool.",,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
391,,Ellis/Madden Park,,535 E. 35th St,Chicago,IL,60616,"535 E. 35th St Chicago, IL 60616",38.8980949,-76.9796563,,,,,The park district and the board of education offer joint programming at nearby Donoghue School.  In addition to the playground there are walking paths throughout the park.,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
392,,Erhler Park,,2230 W Cortland St.,Chicago,IL,60647,"2230 W Cortland St. Chicago, IL 60647",38.8980949,-76.9796563,,,,,,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
393,,Fellger Park,,2000 W Belmont Ave,Chicago,IL,60618,"2000 W Belmont Ave Chicago, IL 60618",38.8980949,-76.9796563,,,,,In addition to the playground there is a spraypool,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
394,,Galewood Park,,5729 W Bloomingdale Ave,Chicago,IL,60639,"5729 W Bloomingdale Ave Chicago, IL 60639",38.8980949,-76.9796563,,,,,In addition to the playground there is a spraypool and walking paths.,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
395,,Garfield Park,,100 N Central Park Ave,Chicago,IL,60624,"100 N Central Park Ave Chicago, IL 60624",38.8980949,-76.9796563,,,,,"Garfield Park is avery large and includes facilities for swimming, boxing, tennis and gyms.  There are also many walking paths through Garfield Park.",,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
